Lugar de condena;Sexo;Nacionalidad;Periodo;Total
07 Castilla y León;Hombres;Extranjera;2016;95
07 Castilla y León;Hombres;Extranjera;2015;112
07 Castilla y León;Hombres;Extranjera;2014;126
07 Castilla y León;Hombres;Extranjera;2013;141
07 Castilla y León;Mujeres;Total;2021;197
07 Castilla y León;Mujeres;Total;2020;156
07 Castilla y León;Mujeres;Total;2019;178
07 Castilla y León;Mujeres;Total;2018;196
07 Castilla y León;Mujeres;Total;2017;182
07 Castilla y León;Mujeres;Total;2016;198
07 Castilla y León;Mujeres;Total;2015;204
07 Castilla y León;Mujeres;Total;2014;227
07 Castilla y León;Mujeres;Total;2013;202
07 Castilla y León;Mujeres;Española;2021;178
07 Castilla y León;Mujeres;Española;2020;138
07 Castilla y León;Mujeres;Española;2019;162
07 Castilla y León;Mujeres;Española;2018;168
07 Castilla y León;Mujeres;Española;2017;168
07 Castilla y León;Mujeres;Española;2016;175
07 Castilla y León;Mujeres;Española;2015;171
07 Castilla y León;Mujeres;Española;2014;196
07 Castilla y León;Mujeres;Española;2013;168
07 Castilla y León;Mujeres;Extranjera;2021;19
07 Castilla y León;Mujeres;Extranjera;2020;18
07 Castilla y León;Mujeres;Extranjera;2019;16
07 Castilla y León;Mujeres;Extranjera;2018;28
07 Castilla y León;Mujeres;Extranjera;2017;14
07 Castilla y León;Mujeres;Extranjera;2016;23
07 Castilla y León;Mujeres;Extranjera;2015;33
07 Castilla y León;Mujeres;Extranjera;2014;31
07 Castilla y León;Mujeres;Extranjera;2013;34
08 Castilla - La Mancha;Total;Total;2021;545
08 Castilla - La Mancha;Total;Total;2020;434
08 Castilla - La Mancha;Total;Total;2019;511
08 Castilla - La Mancha;Total;Total;2018;510
08 Castilla - La Mancha;Total;Total;2017;508
08 Castilla - La Mancha;Total;Total;2016;501
08 Castilla - La Mancha;Total;Total;2015;666
08 Castilla - La Mancha;Total;Total;2014;710
08 Castilla - La Mancha;Total;Total;2013;764
08 Castilla - La Mancha;Total;Española;2021;449
08 Castilla - La Mancha;Total;Española;2020;353
08 Castilla - La Mancha;Total;Española;2019;435
08 Castilla - La Mancha;Total;Española;2018;438
08 Castilla - La Mancha;Total;Española;2017;438
08 Castilla - La Mancha;Total;Española;2016;432
08 Castilla - La Mancha;Total;Española;2015;565
08 Castilla - La Mancha;Total;Española;2014;593
08 Castilla - La Mancha;Total;Española;2013;623
08 Castilla - La Mancha;Total;Extranjera;2021;96
08 Castilla - La Mancha;Total;Extranjera;2020;81
08 Castilla - La Mancha;Total;Extranjera;2019;76
08 Castilla - La Mancha;Total;Extranjera;2018;72
08 Castilla - La Mancha;Total;Extranjera;2017;70
08 Castilla - La Mancha;Total;Extranjera;2016;69
08 Castilla - La Mancha;Total;Extranjera;2015;101
08 Castilla - La Mancha;Total;Extranjera;2014;117
08 Castilla - La Mancha;Total;Extranjera;2013;141
08 Castilla - La Mancha;Hombres;Total;2021;447
08 Castilla - La Mancha;Hombres;Total;2020;342
08 Castilla - La Mancha;Hombres;Total;2019;386
08 Castilla - La Mancha;Hombres;Total;2018;416
08 Castilla - La Mancha;Hombres;Total;2017;399
08 Castilla - La Mancha;Hombres;Total;2016;395
08 Castilla - La Mancha;Hombres;Total;2015;552
08 Castilla - La Mancha;Hombres;Total;2014;559
08 Castilla - La Mancha;Hombres;Total;2013;632
08 Castilla - La Mancha;Hombres;Española;2021;358
08 Castilla - La Mancha;Hombres;Española;2020;271
08 Castilla - La Mancha;Hombres;Española;2019;319
08 Castilla - La Mancha;Hombres;Española;2018;354
08 Castilla - La Mancha;Hombres;Española;2017;340
08 Castilla - La Mancha;Hombres;Española;2016;339
08 Castilla - La Mancha;Hombres;Española;2015;462
08 Castilla - La Mancha;Hombres;Española;2014;464
08 Castilla - La Mancha;Hombres;Española;2013;514
08 Castilla - La Mancha;Hombres;Extranjera;2021;89
08 Castilla - La Mancha;Hombres;Extranjera;2020;71
08 Castilla - La Mancha;Hombres;Extranjera;2019;67
08 Castilla - La Mancha;Hombres;Extranjera;2018;62
08 Castilla - La Mancha;Hombres;Extranjera;2017;59
08 Castilla - La Mancha;Hombres;Extranjera;2016;56
08 Castilla - La Mancha;Hombres;Extranjera;2015;90
08 Castilla - La Mancha;Hombres;Extranjera;2014;95
08 Castilla - La Mancha;Hombres;Extranjera;2013;118
08 Castilla - La Mancha;Mujeres;Total;2021;98
08 Castilla - La Mancha;Mujeres;Total;2020;92
08 Castilla - La Mancha;Mujeres;Total;2019;125
08 Castilla - La Mancha;Mujeres;Total;2018;94
08 Castilla - La Mancha;Mujeres;Total;2017;109
08 Castilla - La Mancha;Mujeres;Total;2016;106
08 Castilla - La Mancha;Mujeres;Total;2015;114
08 Castilla - La Mancha;Mujeres;Total;2014;151
08 Castilla - La Mancha;Mujeres;Total;2013;132
08 Castilla - La Mancha;Mujeres;Española;2021;91
08 Castilla - La Mancha;Mujeres;Española;2020;82
08 Castilla - La Mancha;Mujeres;Española;2019;116
08 Castilla - La Mancha;Mujeres;Española;2018;84
08 Castilla - La Mancha;Mujeres;Española;2017;98
08 Castilla - La Mancha;Mujeres;Española;2016;93
08 Castilla - La Mancha;Mujeres;Española;2015;103
08 Castilla - La Mancha;Mujeres;Española;2014;129
08 Castilla - La Mancha;Mujeres;Española;2013;109
08 Castilla - La Mancha;Mujeres;Extranjera;2021;7
08 Castilla - La Mancha;Mujeres;Extranjera;2020;10
08 Castilla - La Mancha;Mujeres;Extranjera;2019;9
08 Castilla - La Mancha;Mujeres;Extranjera;2018;10
08 Castilla - La Mancha;Mujeres;Extranjera;2017;11
08 Castilla - La Mancha;Mujeres;Extranjera;2016;13
08 Castilla - La Mancha;Mujeres;Extranjera;2015;11
08 Castilla - La Mancha;Mujeres;Extranjera;2014;22
08 Castilla - La Mancha;Mujeres;Extranjera;2013;23
09 Cataluña;Total;Total;2021;1.660
09 Cataluña;Total;Total;2020;1.252
09 Cataluña;Total;Total;2019;1.655
09 Cataluña;Total;Total;2018;1.669
09 Cataluña;Total;Total;2017;1.831
09 Cataluña;Total;Total;2016;1.530
09 Cataluña;Total;Total;2015;1.493
09 Cataluña;Total;Total;2014;1.800
09 Cataluña;Total;Total;2013;1.690
09 Cataluña;Total;Española;2021;1.110
09 Cataluña;Total;Española;2020;728
09 Cataluña;Total;Española;2019;949
09 Cataluña;Total;Española;2018;1.117
09 Cataluña;Total;Española;2017;1.241
09 Cataluña;Total;Española;2016;971
09 Cataluña;Total;Española;2015;930
09 Cataluña;Total;Española;2014;1.130
09 Cataluña;Total;Española;2013;1.005
09 Cataluña;Total;Extranjera;2021;550
09 Cataluña;Total;Extranjera;2020;524
09 Cataluña;Total;Extranjera;2019;706
09 Cataluña;Total;Extranjera;2018;552
09 Cataluña;Total;Extranjera;2017;590
09 Cataluña;Total;Extranjera;2016;559
09 Cataluña;Total;Extranjera;2015;563
09 Cataluña;Total;Extranjera;2014;670
09 Cataluña;Total;Extranjera;2013;685
09 Cataluña;Hombres;Total;2021;1.440
09 Cataluña;Hombres;Total;2020;1.078
09 Cataluña;Hombres;Total;2019;1.433
09 Cataluña;Hombres;Total;2018;1.361
09 Cataluña;Hombres;Total;2017;1.511
09 Cataluña;Hombres;Total;2016;1.294
09 Cataluña;Hombres;Total;2015;1.242
09 Cataluña;Hombres;Total;2014;1.518
09 Cataluña;Hombres;Total;2013;1.442
09 Cataluña;Hombres;Española;2021;921
09 Cataluña;Hombres;Española;2020;594
09 Cataluña;Hombres;Española;2019;766
09 Cataluña;Hombres;Española;2018;847
09 Cataluña;Hombres;Española;2017;973
09 Cataluña;Hombres;Española;2016;781
09 Cataluña;Hombres;Española;2015;730
09 Cataluña;Hombres;Española;2014;920
09 Cataluña;Hombres;Española;2013;818
09 Cataluña;Hombres;Extranjera;2021;519
09 Cataluña;Hombres;Extranjera;2020;484
09 Cataluña;Hombres;Extranjera;2019;667
09 Cataluña;Hombres;Extranjera;2018;514
09 Cataluña;Hombres;Extranjera;2017;538
09 Cataluña;Hombres;Extranjera;2016;513
09 Cataluña;Hombres;Extranjera;2015;512
09 Cataluña;Hombres;Extranjera;2014;598
09 Cataluña;Hombres;Extranjera;2013;624
09 Cataluña;Mujeres;Total;2021;220
09 Cataluña;Mujeres;Total;2020;174
09 Cataluña;Mujeres;Total;2019;222
09 Cataluña;Mujeres;Total;2018;308
09 Cataluña;Mujeres;Total;2017;320
09 Cataluña;Mujeres;Total;2016;236
09 Cataluña;Mujeres;Total;2015;251
09 Cataluña;Mujeres;Total;2014;282
09 Cataluña;Mujeres;Total;2013;248
09 Cataluña;Mujeres;Española;2021;189
09 Cataluña;Mujeres;Española;2020;134
09 Cataluña;Mujeres;Española;2019;183
09 Cataluña;Mujeres;Española;2018;270
09 Cataluña;Mujeres;Española;2017;268
09 Cataluña;Mujeres;Española;2016;190
09 Cataluña;Mujeres;Española;2015;200
09 Cataluña;Mujeres;Española;2014;210
09 Cataluña;Mujeres;Española;2013;187
09 Cataluña;Mujeres;Extranjera;2021;31
09 Cataluña;Mujeres;Extranjera;2020;40
09 Cataluña;Mujeres;Extranjera;2019;39
09 Cataluña;Mujeres;Extranjera;2018;38
09 Cataluña;Mujeres;Extranjera;2017;52
09 Cataluña;Mujeres;Extranjera;2016;46
09 Cataluña;Mujeres;Extranjera;2015;51
09 Cataluña;Mujeres;Extranjera;2014;72
09 Cataluña;Mujeres;Extranjera;2013;61
10 Comunitat Valenciana;Total;Total;2021;1.845
10 Comunitat Valenciana;Total;Total;2020;1.631
10 Comunitat Valenciana;Total;Total;2019;1.934
10 Comunitat Valenciana;Total;Total;2018;2.146
10 Comunitat Valenciana;Total;Total;2017;2.054
10 Comunitat Valenciana;Total;Total;2016;1.953
10 Comunitat Valenciana;Total;Total;2015;2.214
10 Comunitat Valenciana;Total;Total;2014;2.411
10 Comunitat Valenciana;Total;Total;2013;2.262
10 Comunitat Valenciana;Total;Española;2021;1.512
10 Comunitat Valenciana;Total;Española;2020;1.345
10 Comunitat Valenciana;Total;Española;2019;1.617
10 Comunitat Valenciana;Total;Española;2018;1.799
10 Comunitat Valenciana;Total;Española;2017;1.673
10 Comunitat Valenciana;Total;Española;2016;1.566
10 Comunitat Valenciana;Total;Española;2015;1.806
10 Comunitat Valenciana;Total;Española;2014;1.956
10 Comunitat Valenciana;Total;Española;2013;1.794
10 Comunitat Valenciana;Total;Extranjera;2021;333
10 Comunitat Valenciana;Total;Extranjera;2020;286
10 Comunitat Valenciana;Total;Extranjera;2019;317
10 Comunitat Valenciana;Total;Extranjera;2018;347
10 Comunitat Valenciana;Total;Extranjera;2017;381
10 Comunitat Valenciana;Total;Extranjera;2016;387
10 Comunitat Valenciana;Total;Extranjera;2015;408
10 Comunitat Valenciana;Total;Extranjera;2014;455
10 Comunitat Valenciana;Total;Extranjera;2013;468
10 Comunitat Valenciana;Hombres;Total;2021;1.455
10 Comunitat Valenciana;Hombres;Total;2020;1.326
10 Comunitat Valenciana;Hombres;Total;2019;1.503
10 Comunitat Valenciana;Hombres;Total;2018;1.694
10 Comunitat Valenciana;Hombres;Total;2017;1.606
10 Comunitat Valenciana;Hombres;Total;2016;1.536
10 Comunitat Valenciana;Hombres;Total;2015;1.719
10 Comunitat Valenciana;Hombres;Total;2014;1.875
10 Comunitat Valenciana;Hombres;Total;2013;1.810
10 Comunitat Valenciana;Hombres;Española;2021;1.162
10 Comunitat Valenciana;Hombres;Española;2020;1.070
10 Comunitat Valenciana;Hombres;Española;2019;1.223
10 Comunitat Valenciana;Hombres;Española;2018;1.390
10 Comunitat Valenciana;Hombres;Española;2017;1.280
10 Comunitat Valenciana;Hombres;Española;2016;1.203
10 Comunitat Valenciana;Hombres;Española;2015;1.376
10 Comunitat Valenciana;Hombres;Española;2014;1.499
10 Comunitat Valenciana;Hombres;Española;2013;1.411
10 Comunitat Valenciana;Hombres;Extranjera;2021;293
10 Comunitat Valenciana;Hombres;Extranjera;2020;256
10 Comunitat Valenciana;Hombres;Extranjera;2019;280
10 Comunitat Valenciana;Hombres;Extranjera;2018;304
10 Comunitat Valenciana;Hombres;Extranjera;2017;326
10 Comunitat Valenciana;Hombres;Extranjera;2016;333
10 Comunitat Valenciana;Hombres;Extranjera;2015;343
10 Comunitat Valenciana;Hombres;Extranjera;2014;376
10 Comunitat Valenciana;Hombres;Extranjera;2013;399
10 Comunitat Valenciana;Mujeres;Total;2021;390
10 Comunitat Valenciana;Mujeres;Total;2020;305
10 Comunitat Valenciana;Mujeres;Total;2019;431
10 Comunitat Valenciana;Mujeres;Total;2018;452
10 Comunitat Valenciana;Mujeres;Total;2017;448
10 Comunitat Valenciana;Mujeres;Total;2016;417
10 Comunitat Valenciana;Mujeres;Total;2015;495
10 Comunitat Valenciana;Mujeres;Total;2014;536
10 Comunitat Valenciana;Mujeres;Total;2013;452
10 Comunitat Valenciana;Mujeres;Española;2021;350
10 Comunitat Valenciana;Mujeres;Española;2020;275
10 Comunitat Valenciana;Mujeres;Española;2019;394
10 Comunitat Valenciana;Mujeres;Española;2018;409
10 Comunitat Valenciana;Mujeres;Española;2017;393
10 Comunitat Valenciana;Mujeres;Española;2016;363
10 Comunitat Valenciana;Mujeres;Española;2015;430
10 Comunitat Valenciana;Mujeres;Española;2014;457
10 Comunitat Valenciana;Mujeres;Española;2013;383
10 Comunitat Valenciana;Mujeres;Extranjera;2021;40
10 Comunitat Valenciana;Mujeres;Extranjera;2020;30
10 Comunitat Valenciana;Mujeres;Extranjera;2019;37
10 Comunitat Valenciana;Mujeres;Extranjera;2018;43
10 Comunitat Valenciana;Mujeres;Extranjera;2017;55
10 Comunitat Valenciana;Mujeres;Extranjera;2016;54
10 Comunitat Valenciana;Mujeres;Extranjera;2015;65
10 Comunitat Valenciana;Mujeres;Extranjera;2014;79
10 Comunitat Valenciana;Mujeres;Extranjera;2013;69
11 Extremadura;Total;Total;2021;346
11 Extremadura;Total;Total;2020;214
11 Extremadura;Total;Total;2019;321
11 Extremadura;Total;Total;2018;327
11 Extremadura;Total;Total;2017;358
11 Extremadura;Total;Total;2016;299
11 Extremadura;Total;Total;2015;393
11 Extremadura;Total;Total;2014;433
11 Extremadura;Total;Total;2013;428
11 Extremadura;Total;Española;2021;315
11 Extremadura;Total;Española;2020;199
11 Extremadura;Total;Española;2019;299
11 Extremadura;Total;Española;2018;312
11 Extremadura;Total;Española;2017;328
11 Extremadura;Total;Española;2016;275
11 Extremadura;Total;Española;2015;351
11 Extremadura;Total;Española;2014;394
11 Extremadura;Total;Española;2013;389
11 Extremadura;Total;Extranjera;2021;31
11 Extremadura;Total;Extranjera;2020;15
11 Extremadura;Total;Extranjera;2019;22
11 Extremadura;Total;Extranjera;2018;15
11 Extremadura;Total;Extranjera;2017;30
11 Extremadura;Total;Extranjera;2016;24
11 Extremadura;Total;Extranjera;2015;42
11 Extremadura;Total;Extranjera;2014;39
11 Extremadura;Total;Extranjera;2013;39
11 Extremadura;Hombres;Total;2021;268
11 Extremadura;Hombres;Total;2020;164
11 Extremadura;Hombres;Total;2019;241
11 Extremadura;Hombres;Total;2018;256
11 Extremadura;Hombres;Total;2017;282
11 Extremadura;Hombres;Total;2016;227
11 Extremadura;Hombres;Total;2015;299
11 Extremadura;Hombres;Total;2014;354
11 Extremadura;Hombres;Total;2013;352
11 Extremadura;Hombres;Española;2021;240
11 Extremadura;Hombres;Española;2020;151
11 Extremadura;Hombres;Española;2019;224
11 Extremadura;Hombres;Española;2018;244
11 Extremadura;Hombres;Española;2017;257
11 Extremadura;Hombres;Española;2016;206
11 Extremadura;Hombres;Española;2015;265
11 Extremadura;Hombres;Española;2014;318
11 Extremadura;Hombres;Española;2013;314
11 Extremadura;Hombres;Extranjera;2021;28
11 Extremadura;Hombres;Extranjera;2020;13
11 Extremadura;Hombres;Extranjera;2019;17
11 Extremadura;Hombres;Extranjera;2018;12
11 Extremadura;Hombres;Extranjera;2017;25
11 Extremadura;Hombres;Extranjera;2016;21
11 Extremadura;Hombres;Extranjera;2015;34
11 Extremadura;Hombres;Extranjera;2014;36
11 Extremadura;Hombres;Extranjera;2013;38
11 Extremadura;Mujeres;Total;2021;78
11 Extremadura;Mujeres;Total;2020;50
11 Extremadura;Mujeres;Total;2019;80
11 Extremadura;Mujeres;Total;2018;71
11 Extremadura;Mujeres;Total;2017;76
11 Extremadura;Mujeres;Total;2016;72
11 Extremadura;Mujeres;Total;2015;94
11 Extremadura;Mujeres;Total;2014;79
11 Extremadura;Mujeres;Total;2013;76
11 Extremadura;Mujeres;Española;2021;75
11 Extremadura;Mujeres;Española;2020;48
11 Extremadura;Mujeres;Española;2019;75
11 Extremadura;Mujeres;Española;2018;68
11 Extremadura;Mujeres;Española;2017;71
11 Extremadura;Mujeres;Española;2016;69
11 Extremadura;Mujeres;Española;2015;86
11 Extremadura;Mujeres;Española;2014;76
11 Extremadura;Mujeres;Española;2013;75
11 Extremadura;Mujeres;Extranjera;2021;3
11 Extremadura;Mujeres;Extranjera;2020;2
11 Extremadura;Mujeres;Extranjera;2019;5
11 Extremadura;Mujeres;Extranjera;2018;3
11 Extremadura;Mujeres;Extranjera;2017;5
11 Extremadura;Mujeres;Extranjera;2016;3
11 Extremadura;Mujeres;Extranjera;2015;8
11 Extremadura;Mujeres;Extranjera;2014;3
11 Extremadura;Mujeres;Extranjera;2013;1
12 Galicia;Total;Total;2021;421
12 Galicia;Total;Total;2020;440
12 Galicia;Total;Total;2019;593
12 Galicia;Total;Total;2018;406
12 Galicia;Total;Total;2017;428
12 Galicia;Total;Total;2016;380
12 Galicia;Total;Total;2015;458
12 Galicia;Total;Total;2014;490
12 Galicia;Total;Total;2013;541
12 Galicia;Total;Española;2021;375
12 Galicia;Total;Española;2020;385
12 Galicia;Total;Española;2019;528
12 Galicia;Total;Española;2018;350
12 Galicia;Total;Española;2017;365
12 Galicia;Total;Española;2016;337
12 Galicia;Total;Española;2015;394
12 Galicia;Total;Española;2014;394
12 Galicia;Total;Española;2013;440
12 Galicia;Total;Extranjera;2021;46
12 Galicia;Total;Extranjera;2020;55
12 Galicia;Total;Extranjera;2019;65
12 Galicia;Total;Extranjera;2018;56
12 Galicia;Total;Extranjera;2017;63
12 Galicia;Total;Extranjera;2016;43
12 Galicia;Total;Extranjera;2015;64
12 Galicia;Total;Extranjera;2014;96
12 Galicia;Total;Extranjera;2013;101
12 Galicia;Hombres;Total;2021;325
12 Galicia;Hombres;Total;2020;335
12 Galicia;Hombres;Total;2019;432
12 Galicia;Hombres;Total;2018;313
12 Galicia;Hombres;Total;2017;325
12 Galicia;Hombres;Total;2016;292
12 Galicia;Hombres;Total;2015;335
12 Galicia;Hombres;Total;2014;363
12 Galicia;Hombres;Total;2013;426
12 Galicia;Hombres;Española;2021;285
12 Galicia;Hombres;Española;2020;288
12 Galicia;Hombres;Española;2019;378
12 Galicia;Hombres;Española;2018;266
12 Galicia;Hombres;Española;2017;275
12 Galicia;Hombres;Española;2016;257
12 Galicia;Hombres;Española;2015;286
12 Galicia;Hombres;Española;2014;291
12 Galicia;Hombres;Española;2013;342
12 Galicia;Hombres;Extranjera;2021;40
12 Galicia;Hombres;Extranjera;2020;47
12 Galicia;Hombres;Extranjera;2019;54
12 Galicia;Hombres;Extranjera;2018;47
12 Galicia;Hombres;Extranjera;2017;50
12 Galicia;Hombres;Extranjera;2016;35
12 Galicia;Hombres;Extranjera;2015;49
12 Galicia;Hombres;Extranjera;2014;72
12 Galicia;Hombres;Extranjera;2013;84
12 Galicia;Mujeres;Total;2021;96
12 Galicia;Mujeres;Total;2020;105
12 Galicia;Mujeres;Total;2019;161
12 Galicia;Mujeres;Total;2018;93
12 Galicia;Mujeres;Total;2017;103
12 Galicia;Mujeres;Total;2016;88
12 Galicia;Mujeres;Total;2015;123
12 Galicia;Mujeres;Total;2014;127
12 Galicia;Mujeres;Total;2013;115
12 Galicia;Mujeres;Española;2021;90
12 Galicia;Mujeres;Española;2020;97
12 Galicia;Mujeres;Española;2019;150
12 Galicia;Mujeres;Española;2018;84
12 Galicia;Mujeres;Española;2017;90
12 Galicia;Mujeres;Española;2016;80
12 Galicia;Mujeres;Española;2015;108
12 Galicia;Mujeres;Española;2014;103
12 Galicia;Mujeres;Española;2013;98
12 Galicia;Mujeres;Extranjera;2021;6
12 Galicia;Mujeres;Extranjera;2020;8
12 Galicia;Mujeres;Extranjera;2019;11
12 Galicia;Mujeres;Extranjera;2018;9
12 Galicia;Mujeres;Extranjera;2017;13
12 Galicia;Mujeres;Extranjera;2016;8
12 Galicia;Mujeres;Extranjera;2015;15
12 Galicia;Mujeres;Extranjera;2014;24
12 Galicia;Mujeres;Extranjera;2013;17
13 Madrid, Comunidad de;Total;Total;2021;1.589
13 Madrid, Comunidad de;Total;Total;2020;1.183
13 Madrid, Comunidad de;Total;Total;2019;1.275
13 Madrid, Comunidad de;Total;Total;2018;1.168
13 Madrid, Comunidad de;Total;Total;2017;1.202
13 Madrid, Comunidad de;Total;Total;2016;917
13 Madrid, Comunidad de;Total;Total;2015;1.004
13 Madrid, Comunidad de;Total;Total;2014;1.257
13 Madrid, Comunidad de;Total;Total;2013;1.251
13 Madrid, Comunidad de;Total;Española;2021;1.174
13 Madrid, Comunidad de;Total;Española;2020;878
13 Madrid, Comunidad de;Total;Española;2019;996
13 Madrid, Comunidad de;Total;Española;2018;914
13 Madrid, Comunidad de;Total;Española;2017;882
13 Madrid, Comunidad de;Total;Española;2016;613
13 Madrid, Comunidad de;Total;Española;2015;649
13 Madrid, Comunidad de;Total;Española;2014;754
13 Madrid, Comunidad de;Total;Española;2013;739
13 Madrid, Comunidad de;Total;Extranjera;2021;415
13 Madrid, Comunidad de;Total;Extranjera;2020;305
13 Madrid, Comunidad de;Total;Extranjera;2019;279
13 Madrid, Comunidad de;Total;Extranjera;2018;254
13 Madrid, Comunidad de;Total;Extranjera;2017;320
13 Madrid, Comunidad de;Total;Extranjera;2016;304
13 Madrid, Comunidad de;Total;Extranjera;2015;355
13 Madrid, Comunidad de;Total;Extranjera;2014;503
13 Madrid, Comunidad de;Total;Extranjera;2013;512
13 Madrid, Comunidad de;Hombres;Total;2021;1.287
13 Madrid, Comunidad de;Hombres;Total;2020;940
13 Madrid, Comunidad de;Hombres;Total;2019;1.009
13 Madrid, Comunidad de;Hombres;Total;2018;920
13 Madrid, Comunidad de;Hombres;Total;2017;954
13 Madrid, Comunidad de;Hombres;Total;2016;746
13 Madrid, Comunidad de;Hombres;Total;2015;813
13 Madrid, Comunidad de;Hombres;Total;2014;1.036
13 Madrid, Comunidad de;Hombres;Total;2013;1.036
13 Madrid, Comunidad de;Hombres;Española;2021;924
13 Madrid, Comunidad de;Hombres;Española;2020;669
13 Madrid, Comunidad de;Hombres;Española;2019;769
13 Madrid, Comunidad de;Hombres;Española;2018;711
13 Madrid, Comunidad de;Hombres;Española;2017;678
13 Madrid, Comunidad de;Hombres;Española;2016;494
13 Madrid, Comunidad de;Hombres;Española;2015;511
13 Madrid, Comunidad de;Hombres;Española;2014;599
13 Madrid, Comunidad de;Hombres;Española;2013;587
13 Madrid, Comunidad de;Hombres;Extranjera;2021;363
13 Madrid, Comunidad de;Hombres;Extranjera;2020;271
13 Madrid, Comunidad de;Hombres;Extranjera;2019;240
13 Madrid, Comunidad de;Hombres;Extranjera;2018;209
13 Madrid, Comunidad de;Hombres;Extranjera;2017;276
13 Madrid, Comunidad de;Hombres;Extranjera;2016;252
13 Madrid, Comunidad de;Hombres;Extranjera;2015;302
13 Madrid, Comunidad de;Hombres;Extranjera;2014;437
13 Madrid, Comunidad de;Hombres;Extranjera;2013;449
13 Madrid, Comunidad de;Mujeres;Total;2021;302
13 Madrid, Comunidad de;Mujeres;Total;2020;243
13 Madrid, Comunidad de;Mujeres;Total;2019;266
13 Madrid, Comunidad de;Mujeres;Total;2018;248
13 Madrid, Comunidad de;Mujeres;Total;2017;248
13 Madrid, Comunidad de;Mujeres;Total;2016;171
13 Madrid, Comunidad de;Mujeres;Total;2015;191
13 Madrid, Comunidad de;Mujeres;Total;2014;221
13 Madrid, Comunidad de;Mujeres;Total;2013;215
13 Madrid, Comunidad de;Mujeres;Española;2021;250
13 Madrid, Comunidad de;Mujeres;Española;2020;209
13 Madrid, Comunidad de;Mujeres;Española;2019;227
13 Madrid, Comunidad de;Mujeres;Española;2018;203
13 Madrid, Comunidad de;Mujeres;Española;2017;204
13 Madrid, Comunidad de;Mujeres;Española;2016;119
13 Madrid, Comunidad de;Mujeres;Española;2015;138
13 Madrid, Comunidad de;Mujeres;Española;2014;155
13 Madrid, Comunidad de;Mujeres;Española;2013;152
13 Madrid, Comunidad de;Mujeres;Extranjera;2021;52
13 Madrid, Comunidad de;Mujeres;Extranjera;2020;34
13 Madrid, Comunidad de;Mujeres;Extranjera;2019;39
13 Madrid, Comunidad de;Mujeres;Extranjera;2018;45
13 Madrid, Comunidad de;Mujeres;Extranjera;2017;44
13 Madrid, Comunidad de;Mujeres;Extranjera;2016;52
13 Madrid, Comunidad de;Mujeres;Extranjera;2015;53
13 Madrid, Comunidad de;Mujeres;Extranjera;2014;66
13 Madrid, Comunidad de;Mujeres;Extranjera;2013;63
14 Murcia, Región de;Total;Total;2021;516
14 Murcia, Región de;Total;Total;2020;494
14 Murcia, Región de;Total;Total;2019;561
14 Murcia, Región de;Total;Total;2018;592
14 Murcia, Región de;Total;Total;2017;567
14 Murcia, Región de;Total;Total;2016;523
14 Murcia, Región de;Total;Total;2015;428
14 Murcia, Región de;Total;Total;2014;554
14 Murcia, Región de;Total;Total;2013;595
14 Murcia, Región de;Total;Española;2021;431
14 Murcia, Región de;Total;Española;2020;414
14 Murcia, Región de;Total;Española;2019;449
14 Murcia, Región de;Total;Española;2018;481
14 Murcia, Región de;Total;Española;2017;445
14 Murcia, Región de;Total;Española;2016;412
14 Murcia, Región de;Total;Española;2015;329
14 Murcia, Región de;Total;Española;2014;418
14 Murcia, Región de;Total;Española;2013;438
14 Murcia, Región de;Total;Extranjera;2021;85
14 Murcia, Región de;Total;Extranjera;2020;80
14 Murcia, Región de;Total;Extranjera;2019;112
14 Murcia, Región de;Total;Extranjera;2018;111
14 Murcia, Región de;Total;Extranjera;2017;122
14 Murcia, Región de;Total;Extranjera;2016;111
14 Murcia, Región de;Total;Extranjera;2015;99
14 Murcia, Región de;Total;Extranjera;2014;136
14 Murcia, Región de;Total;Extranjera;2013;157
14 Murcia, Región de;Hombres;Total;2021;435
14 Murcia, Región de;Hombres;Total;2020;424
14 Murcia, Región de;Hombres;Total;2019;461
14 Murcia, Región de;Hombres;Total;2018;476
14 Murcia, Región de;Hombres;Total;2017;466
14 Murcia, Región de;Hombres;Total;2016;436
14 Murcia, Región de;Hombres;Total;2015;359
14 Murcia, Región de;Hombres;Total;2014;483
14 Murcia, Región de;Hombres;Total;2013;524
14 Murcia, Región de;Hombres;Española;2021;355
14 Murcia, Región de;Hombres;Española;2020;348
14 Murcia, Región de;Hombres;Española;2019;363
14 Murcia, Región de;Hombres;Española;2018;375
14 Murcia, Región de;Hombres;Española;2017;358
14 Murcia, Región de;Hombres;Española;2016;335
14 Murcia, Región de;Hombres;Española;2015;267
14 Murcia, Región de;Hombres;Española;2014;350
14 Murcia, Región de;Hombres;Española;2013;380
14 Murcia, Región de;Hombres;Extranjera;2021;80
14 Murcia, Región de;Hombres;Extranjera;2020;76
14 Murcia, Región de;Hombres;Extranjera;2019;98
14 Murcia, Región de;Hombres;Extranjera;2018;101
14 Murcia, Región de;Hombres;Extranjera;2017;108
14 Murcia, Región de;Hombres;Extranjera;2016;101
14 Murcia, Región de;Hombres;Extranjera;2015;92
14 Murcia, Región de;Hombres;Extranjera;2014;133
14 Murcia, Región de;Hombres;Extranjera;2013;144
14 Murcia, Región de;Mujeres;Total;2021;81
